name_fr,name_en,search_aka,region,category,basis,kcal_per_100,measures,default_measure,local_portion,status,notes,protein_g,carbs_g,fat_g
Akara,Akara (bean fritter),akara bean fritter,Nigeria,snack,100g,230,gram:1|piece:35,gram,,estimate — verify,fried,7.0,15.0,16.0
Igname au potage (yam porridge),Yam porridge (asaro),yam porridge asaro,Nigeria,dish,100g,120,gram:1|plate:350|cup:250,gram,,estimate — verify,,2.5,22.0,3.0
Beans porridge (ewa),Beans porridge,ewa beans porridge,Nigeria,dish,100g,140,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,20.0,4.0
Ewa agoyin,Ewa agoyin,ewa agoyin beans,Nigeria,dish,100g,155,gram:1|ladle:150|cup:240,gram,,estimate — verify,"mashed beans, pepper-oil sauce",8.0,20.0,5.5
Suya,Suya,suya spiced beef skewer,Nigeria,protein,100g,280,gram:1|stick:50|piece:50,gram,,estimate — verify,yaji-spiced grilled beef,26.0,3.0,18.0
Kilishi (Nigeria),Kilishi (Nigerian),kilishi dried beef,Nigeria,snack,100g,380,gram:1|piece:20|handful:40,gram,,estimate — verify,,45.0,12.0,17.0
Nkwobi,Nkwobi,nkwobi cow foot,Nigeria,dish,100g,230,gram:1|plate:250,gram,,estimate — verify,"spiced cow foot, palm oil",18.0,4.0,16.0
Isi ewu,Isi ewu,isi ewu goat head,Nigeria,dish,100g,220,gram:1|plate:250,gram,,estimate — verify,,17.0,4.0,15.0
Abacha,Abacha (African salad),abacha african salad ugba,Nigeria,dish,100g,180,gram:1|plate:200,gram,,estimate — verify,,4.0,26.0,7.0
Boli (plantain braisé),Boli (roasted plantain),boli roasted plantain,Nigeria,street food,100g,125,gram:1|piece:150,gram,,estimate — verify,,1.3,30.0,0.4
Dodo (plantain frit),Dodo (fried plantain),dodo fried plantain,Nigeria,side,100g,200,gram:1|cup:150,gram,,estimate — verify,,1.5,30.0,8.0
Puff-puff (Nigeria),Puff-puff,puff puff nigeria,Nigeria,snack,100g,270,gram:1|gram:1,gram,,estimate — verify,weigh in grams,5.5,38.0,11.0
Chin chin (Nigeria),Chin chin,chin chin,Nigeria,snack,100g,480,gram:1|handful:40|cup:120,gram,,estimate — verify,,7.0,60.0,22.0
Meat pie nigérian,Nigerian meat pie,meat pie,Nigeria,snack,100g,300,gram:1|piece:120,gram,,estimate — verify,,9.0,30.0,16.0
Small chops,Small chops,small chops party,Nigeria,snack,100g,320,gram:1|handful:50,gram,,estimate — verify,,8.0,32.0,18.0
Zobo,Zobo (hibiscus drink),zobo hibiscus drink,Nigeria,drink,100g,38,gram:1|ml:1.02|glass:250,gram,,estimate — verify,sweetened,0.1,9.5,0.0
Kunu,Kunu,kunu millet drink,Nigeria,drink,100g,60,gram:1|ml:1.02|glass:250,gram,,estimate — verify,,1.5,13.0,0.5
Fura da nono,Fura da nono,fura nono millet milk,Nigeria,drink,100g,90,gram:1|ml:1.03|glass:250,gram,,estimate — verify,,3.5,13.0,2.5
Pap (akamu/ogi),Pap (akamu),pap akamu ogi,Nigeria,porridge,100g,70,gram:1|bowl:300|ladle:150,gram,,estimate — verify,,1.3,15.0,0.4
Masa (waina),Masa,masa waina rice cake,Nigeria,snack,100g,180,gram:1|piece:40,gram,,estimate — verify,,3.5,32.0,4.0
Waakye,Waakye,waakye rice beans,Ghana,rice dish,100g,150,gram:1|plate:350|cup:250,gram,,estimate — verify,rice & beans,5.0,26.0,2.5
Jollof ghanéen,Ghanaian jollof,ghana jollof rice,Ghana,rice dish,100g,160,gram:1|plate:350|cup:250,gram,,estimate — verify,,3.5,27.0,4.0
Banku,Banku,banku fermented corn cassava,Ghana,swallow,100g,130,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.5,28.0,0.6
Kenkey,Kenkey,kenkey komi fermented corn,Ghana,swallow,100g,130,gram:1|ball:180,gram,,estimate — verify,,2.5,29.0,0.5
Fufu ghanéen,Ghanaian fufu,ghana fufu cassava plantain,Ghana,swallow,100g,125,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.2,29.0,0.3
Tuo zaafi (TZ),Tuo zaafi,tuo zaafi tz,Ghana,swallow,100g,110,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.5,25.0,0.4
Omo tuo (rice balls),Omo tuo (rice balls),omo tuo rice balls,Ghana,swallow,100g,130,gram:1|ball:180,gram,,estimate — verify,,2.5,28.0,0.3
Soupe légère (light soup),Light soup (nkrakra),light soup nkrakra,Ghana,soup,100g,55,gram:1|bowl:300|ladle:150,gram,,estimate — verify,,6.0,3.0,2.0
Soupe d'arachide (groundnut),Groundnut soup,groundnut soup nkatenkwan,Ghana,soup/stew,100g,180,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,8.0,13.0
Soupe palme (abenkwan),Palm nut soup,palm nut soup abenkwan,Ghana,soup/stew,100g,180,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,5.0,15.0
Kontomire (palava sauce),Kontomire stew,kontomire palava cocoyam leaf,Ghana,soup/stew,100g,150,gram:1|ladle:150|cup:240,gram,,estimate — verify,"cocoyam leaf, egusi, oil",6.0,6.0,10.5
Red red,Red red,red red beans plantain,Ghana,dish,100g,165,gram:1|ladle:150|cup:240,gram,,estimate — verify,beans in palm oil with gari,8.0,24.0,5.0
Kelewele,Kelewele,kelewele spiced fried plantain,Ghana,snack,100g,210,gram:1|cup:150,gram,,estimate — verify,,1.5,32.0,9.0
Gari fortor,Gari fortor,gari fortor,Ghana,dish,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,4.0,30.0,6.0
Shito,Shito (pepper sauce),shito black pepper sauce,Ghana,condiment,100g,450,gram:1|teaspoon:6|tablespoon:18,gram,,estimate — verify,oily fish pepper sauce,7.0,10.0,44.0
Bofrot (Ghana puff),Bofrot,bofrot ghana doughnut,Ghana,snack,100g,290,gram:1|piece:45,gram,,estimate — verify,,5.0,42.0,12.0
Koose,Koose (bean fritter),koose bean fritter,Ghana,snack,100g,230,gram:1|piece:35,gram,,estimate — verify,,7.0,15.0,16.0
Hausa koko,Hausa koko,hausa koko millet porridge,Ghana,porridge,100g,60,gram:1|bowl:300,gram,,estimate — verify,,1.5,12.0,0.6
Kelewele + arachides,Kelewele with peanuts,kelewele peanuts,Ghana,snack,100g,280,gram:1|cup:150,gram,,estimate — verify,,6.0,30.0,15.0
Jollof + poulet (assiette),Jollof with chicken (plate),jollof chicken plate,Ghana,combo,100g,185,gram:1|plate:400,gram,,estimate — verify,,9.0,24.0,6.0
Thiéboudienne,Thieboudienne (fish & rice),thieboudienne ceebu jen fish rice,Sénégal,rice dish,100g,170,gram:1|plate:350|cup:250,gram,,estimate — verify,national dish,8.0,24.0,5.0
Thiébou yapp,Thiebou yapp (meat rice),thiebou yapp meat rice,Sénégal,rice dish,100g,180,gram:1|plate:350|cup:250,gram,,estimate — verify,,8.0,24.0,6.0
Yassa poulet,Chicken yassa,yassa poulet chicken onion lemon,Sénégal,dish,100g,160,gram:1|plate:350|cup:250,gram,,estimate — verify,onion-lemon chicken,13.0,12.0,7.0
Yassa poisson,Fish yassa,yassa poisson fish,Sénégal,dish,100g,145,gram:1|plate:350|cup:250,gram,,estimate — verify,,14.0,11.0,5.5
Mafé (Sénégal),Mafe (groundnut stew),mafe maafe groundnut peanut stew,Sénégal,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,8.0,13.5
Domoda,Domoda,domoda peanut stew,Sénégal,soup/stew,100g,185,gram:1|ladle:150|cup:240,gram,,estimate — verify,Gambian-style peanut stew,7.0,10.0,12.0
Caldou,Caldou,caldou fish lemon,Sénégal,dish,100g,110,gram:1|plate:350|cup:250,gram,,estimate — verify,light fish & lemon,13.0,8.0,3.0
Soupou kandia,Soupou kandia (okra),soupou kandia okra soup,Sénégal,soup/stew,100g,130,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,7.0,8.0
Thiou,Thiou,thiou tomato stew,Sénégal,soup/stew,100g,150,gram:1|ladle:150|cup:240,gram,,estimate — verify,,9.0,10.0,8.0
Ndambe,Ndambe (bean stew),ndambe bean stew,Sénégal,dish,100g,165,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,22.0,5.0
Fataya,Fataya (fish pastry),fataya pastel fish pastry,Sénégal,snack,100g,280,gram:1|piece:60,gram,,estimate — verify,fried,8.0,28.0,15.0
Accara (Sénégal),Accara (bean fritter),accara akara bean fritter,Sénégal,snack,100g,230,gram:1|piece:35,gram,,estimate — verify,,7.0,15.0,16.0
Thiakry (dégué),Thiakry (degue),thiakry degue millet couscous milk,Sénégal,dessert,100g,140,gram:1|cup:250|bowl:250,gram,,estimate — verify,,4.0,26.0,2.5
Sombi,Sombi (rice pudding),sombi rice pudding,Sénégal,dessert,100g,120,gram:1|bowl:250,gram,,estimate — verify,,2.5,22.0,2.5
Bissap,Bissap (hibiscus),bissap hibiscus juice,Sénégal,drink,100g,40,gram:1|ml:1.02|glass:250,gram,,estimate — verify,sweetened,0.1,10.0,0.0
Bouye (jus de baobab),Bouye (baobab juice),bouye baobab juice,Sénégal,drink,100g,60,gram:1|ml:1.03|glass:250,gram,,estimate — verify,,0.5,14.0,0.2
Lakh,Lakh (millet porridge),lakh millet porridge sow,Sénégal,porridge,100g,110,gram:1|bowl:300,gram,,estimate — verify,,3.0,20.0,2.0
Ngalax,Ngalax,ngalax millet peanut,Sénégal,dessert,100g,180,gram:1|bowl:250,gram,,estimate — verify,,5.0,26.0,6.5
Attiéké,Attieke (cassava couscous),attieke cassava couscous,Côte d'Ivoire,side,100g,150,gram:1|cup:150|plate:200,gram,,estimate — verify,,1.5,34.0,0.3
Attiéké poisson,Attieke with fish,attieke poisson garba,Côte d'Ivoire,combo,100g,165,gram:1|plate:350,gram,,estimate — verify,,9.0,26.0,4.0
Garba,Garba (attieke & tuna),garba attieke tuna,Côte d'Ivoire,street dish,100g,190,gram:1|plate:300,gram,,estimate — verify,,10.0,25.0,6.0
Alloco,Alloco (fried plantain),alloco fried plantain,Côte d'Ivoire,street food,100g,200,gram:1|cup:150,gram,,estimate — verify,,1.5,30.0,8.0
Kedjenou,Kedjenou (slow chicken),kedjenou chicken,Côte d'Ivoire,dish,100g,140,gram:1|plate:350|cup:250,gram,,estimate — verify,,15.0,4.0,7.0
Foutou,Foutou,foutou banane plantain cassava,Côte d'Ivoire,swallow,100g,125,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.3,29.0,0.3
Foutou banane,Foutou banane,foutou banane plantain,Côte d'Ivoire,swallow,100g,130,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.2,30.0,0.3
Sauce graine,Sauce graine (palm nut),sauce graine palm nut,Côte d'Ivoire,soup/stew,100g,180,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,6.0,15.0
Sauce arachide (Ivoire),Peanut sauce,sauce arachide peanut,Côte d'Ivoire,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,8.0,13.5
Sauce gombo (Ivoire),Okra sauce,sauce gombo okra,Côte d'Ivoire,soup/stew,100g,90,gram:1|ladle:150|cup:240,gram,,estimate — verify,,3.0,7.0,5.0
Kabato,Kabato,kabato corn swallow,Côte d'Ivoire,swallow,100g,110,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.5,25.0,0.4
Placali,Placali,placali cassava swallow,Côte d'Ivoire,swallow,100g,120,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.0,29.0,0.2
Aloko poulet,Aloko with chicken,aloko poulet plantain chicken,Côte d'Ivoire,combo,100g,210,gram:1|plate:350,gram,,estimate — verify,,10.0,26.0,8.0
Bangui / kutuk(u),Bandji (palm wine),bandji bangui palm wine,Côte d'Ivoire,drink,100g,45,gram:1|ml:1|glass:250,gram,,estimate — verify,alcohol,0.2,5.0,0.1
To (tô),To (millet paste),to toh millet corn paste,Mali,swallow,100g,105,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.5,24.0,0.5
Riz gras (riz au gras),Riz gras (fatty rice),riz gras fatty rice,Mali,rice dish,100g,180,gram:1|plate:350|cup:250,gram,,estimate — verify,,5.0,26.0,6.5
Tiga dèguè na,Tiga dege na (peanut stew),tiga dege peanut stew mali,Mali,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,9.0,13.0
Fonio,Fonio (cooked),fonio grain,Mali,staple,100g,130,gram:1|cup:180,gram,,estimate — verify,,2.5,28.0,0.5
Widjila,Widjila,widjila,Mali,dish,100g,150,gram:1|plate:350|cup:250,gram,,estimate — verify,,5.0,25.0,3.5
Sauce feuilles (Guinée),Cassava leaf sauce,cassava leaf sauce guinee,Guinée,soup/stew,100g,150,gram:1|ladle:150|cup:240,gram,,estimate — verify,with palm oil & peanut,6.0,8.0,10.0
Riz sauce feuille,Rice with leaf sauce,rice leaf sauce,Guinée,combo,100g,170,gram:1|plate:350|cup:250,gram,,estimate — verify,,6.0,25.0,5.0
Fouti (Guinée),Fouti,fouti rice guinee,Guinée,rice dish,100g,150,gram:1|plate:350|cup:250,gram,,estimate — verify,,3.5,28.0,3.0
Pâte (akassa),Akassa (corn paste),akassa pate corn,Bénin,swallow,100g,110,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.0,25.0,0.4
Amiwo,Amiwo (spiced corn paste),amiwo corn paste,Bénin,swallow,100g,130,gram:1|ball:180|cup:200,gram,,estimate — verify,,3.0,26.0,2.0
Sauce arachide (Bénin),Peanut sauce,sauce arachide peanut benin,Bénin,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,8.0,13.5
Wagasi,Wagasi (Fulani cheese),wagasi cheese fromage peul,Bénin,protein,100g,280,gram:1|piece:50,gram,,estimate — verify,,18.0,3.0,22.0
Ablo,Ablo (steamed bread),ablo steamed rice bread,Togo,staple,100g,180,gram:1|piece:60,gram,,estimate — verify,,4.0,36.0,2.0
Djenkoumé,Djenkoume (red corn paste),djenkoume gboma,Togo,swallow,100g,140,gram:1|ball:180|cup:200,gram,,estimate — verify,,3.0,27.0,2.5
Gboma dessi,Gboma dessi (spinach stew),gboma dessi spinach,Togo,soup/stew,100g,130,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,6.0,8.5
Fufu (Togo/Bénin),Fufu,fufu yam togo benin,Togo,swallow,100g,120,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.5,28.0,0.3
Fufu (Congo),Fufu (Congolese),fufu foufou luku cassava congo,RD Congo,swallow,100g,120,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.0,29.0,0.2
Chikwangue (kwanga),Chikwangue (kwanga),chikwangue kwanga cassava bread,RD Congo,staple,100g,150,gram:1|piece:150,gram,,estimate — verify,,1.0,36.0,0.3
Pondu (saka saka),Pondu (cassava leaves),pondu saka saka cassava leaf,RD Congo,soup/stew,100g,140,gram:1|ladle:150|cup:240,gram,,estimate — verify,with palm oil,6.0,7.0,9.5
Poulet à la moambe,Moambe chicken,moambe poulet palm butter chicken,RD Congo,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,national dish,13.0,4.0,13.5
Liboke ya mbisi,Liboke (fish in leaves),liboke fish leaves maboke,RD Congo,dish,100g,110,gram:1|piece:200,gram,,estimate — verify,steamed in leaves,16.0,1.0,5.0
Makayabu,Makayabu (salted fish),makayabu salted cod fish,RD Congo,protein,100g,180,gram:1|piece:100,gram,,estimate — verify,,25.0,0.0,8.5
Madesu (haricots),Madesu (beans),madesu beans palm oil,RD Congo,dish,100g,150,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,20.0,4.0
Fumbwa,Fumbwa (wild spinach),fumbwa wild spinach peanut,RD Congo,soup/stew,100g,160,gram:1|ladle:150|cup:240,gram,,estimate — verify,,7.0,7.0,11.0
Mikate (beignet),Mikate (beignet),mikate beignet congo doughnut,RD Congo,snack,100g,270,gram:1|piece:40,gram,,estimate — verify,,5.0,38.0,11.0
Ntaba (chèvre grillée),Ntaba (grilled goat),ntaba grilled goat,RD Congo,protein,100g,240,gram:1|piece:100,gram,,estimate — verify,,26.0,0.0,15.0
Mbika (egusi congolais),Mbika (egusi),mbika egusi seed,RD Congo,soup/stew,100g,200,gram:1|ladle:150|cup:240,gram,,estimate — verify,,9.0,6.0,15.0
Loso na madesu,Rice and beans,loso madesu rice beans,RD Congo,combo,100g,150,gram:1|plate:350|cup:250,gram,,estimate — verify,,6.0,26.0,3.0
Bitekuteku,Bitekuteku (amaranth),bitekuteku amaranth greens,RD Congo,vegetable,100g,80,gram:1|ladle:150|cup:240,gram,,estimate — verify,,3.0,5.0,5.0
Ngai ngai (oseille),Ngai ngai (sorrel),ngai ngai sorrel sauce,RD Congo,soup/stew,100g,90,gram:1|ladle:150|cup:240,gram,,estimate — verify,,3.0,6.0,5.5
Saka saka (Congo),Saka saka,saka saka cassava leaf congo brazza,Congo,soup/stew,100g,140,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,7.0,9.5
Poulet moambé (Congo),Moambe chicken (Congo),moambe poulet congo,Congo,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,13.0,4.0,13.5
Maboké,Maboke (fish in leaves),maboke liboke fish leaves,Congo,dish,100g,110,gram:1|piece:200,gram,,estimate — verify,,16.0,1.0,5.0
Mossaka,Mossaka (aubergine stew),mossaka eggplant fish,Congo,soup/stew,100g,130,gram:1|ladle:150|cup:240,gram,,estimate — verify,,7.0,6.0,8.0
Foufou (Congo B),Foufou,foufou cassava congo,Congo,swallow,100g,120,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.0,29.0,0.2
Boule (Tchad),Boule (millet paste),boule millet sorghum tchad chad,Tchad,swallow,100g,105,gram:1|ball:180|cup:200,gram,,estimate — verify,,2.8,23.0,0.8
Daraba,Daraba (okra vegetable stew),daraba okra vegetable stew,Tchad,soup/stew,100g,120,gram:1|ladle:150|cup:240,gram,,estimate — verify,,4.0,10.0,7.0
Kissar,Kissar (sorghum crepe),kissar kisra sorghum crepe,Tchad,staple,100g,180,gram:1|piece:80,gram,,estimate — verify,,5.0,36.0,1.5
Jarret / bouillon,La bouillie tchadienne,bouillie porridge chad,Tchad,porridge,100g,75,gram:1|bowl:300,gram,,estimate — verify,,2.0,15.0,0.8
Maffé tchadien,Chadian peanut stew,maffe peanut stew chad,Tchad,soup/stew,100g,190,gram:1|ladle:150|cup:240,gram,,estimate — verify,,8.0,9.0,13.0
Riz sauce gombo (Tchad),Rice with okra sauce,rice okra sauce chad,Tchad,combo,100g,150,gram:1|plate:350|cup:250,gram,,estimate — verify,,4.0,26.0,3.5
Poulet nyembwe,Nyembwe chicken,nyembwe poulet palm nut chicken,Gabon,soup/stew,100g,200,gram:1|ladle:150|cup:240,gram,,estimate — verify,national dish,13.0,4.0,15.0
Odika (chocolat sauvage),Odika sauce,odika wild mango sauce,Gabon,soup/stew,100g,210,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,7.0,18.0
Feuilles de manioc (Gabon),Cassava leaves (Gabon),cassava leaf gabon,Gabon,soup/stew,100g,140,gram:1|ladle:150|cup:240,gram,,estimate — verify,,6.0,7.0,9.5
Bâton de manioc (Gabon),Cassava stick (Gabon),baton manioc cassava gabon,Gabon,staple,100g,150,gram:1|piece:150,gram,,estimate — verify,,1.0,36.0,0.3
Gozo (RCA),Gozo (cassava paste),gozo cassava paste central african,Centrafrique,swallow,100g,120,gram:1|ball:180|cup:200,gram,,estimate — verify,,1.0,29.0,0.2
Sauce gombo (RCA),Okra sauce (CAR),okra sauce central african,Centrafrique,soup/stew,100g,90,gram:1|ladle:150|cup:240,gram,,estimate — verify,,3.0,7.0,5.0
Kanda (boulettes),Kanda (meatballs in sauce),kanda meatballs central african,Centrafrique,dish,100g,180,gram:1|ladle:150|cup:240,gram,,estimate — verify,,12.0,5.0,12.0
